usn,name,department,semester,attendance,internal_marks,assignment_score,quiz_score,lab_marks,semester_marks,study_hours
1RV21CSE3063,Akshata Swamy,CSE,3,55.2,36.82,49.18,7.02,38.19,120.72,4.64
1RV21CSE3064,Swathi Nair,CSE,3,68.08,47.23,26.19,25.64,46.4,119.69,3.63
1RV21CSE3065,Bhavya Acharya,CSE,3,48.41,32.7,28.15,33.37,21.9,90.6,0.89
1RV21CSE3066,Shiva Reddy,CSE,3,64.3,36.89,28.76,26.94,23.66,110.44,6.17
1RV21CSE3067,Arvind Mishra,CSE,3,81.81,40.54,31.9,36.36,25.25,140.94,1.19
1RV21CSE3068,Vinay Prasad,CSE,3,79.64,22.59,27.14,37.82,26.16,135.35,4.58
1RV21CSE3069,Santhosh Bansal,CSE,3,67.1,29.56,33.74,14.01,25.04,120.48,8.46
1RV21CSE3070,Anand Deshpande,CSE,3,86.18,44.38,29.73,38.49,33.46,126.37,3.35
1RV21CSE3071,Vinay Kapoor,CSE,3,75.15,40.02,17.32,33.82,31.12,121.15,5.57
1RV21CSE3072,Naveen Raju,CSE,3,71.7,35.33,29.97,38.71,20.29,109.71,4.85
1RV21CSE3073,Shreya Dubey,CSE,3,51.65,26.81,17.7,36.44,29.81,100.12,3.83
1RV21CSE3074,Chandana Naik,CSE,3,63.73,28.72,26.62,38.18,32.32,103.73,4.45
1RV21CSE3075,Srinivas Shastri,CSE,3,84.63,36.5,26.72,33.95,26.92,115.45,5.94
1RV21CSE3076,Anjali Swamy,CSE,3,76.53,29.8,26.57,27.9,27.14,109.92,0.23
1RV21CSE3077,Priya Kapoor,CSE,3,99.5,50.0,35.43,39.01,26.23,166.78,4.93
1RV21CSE3078,Swathi Bansal,CSE,3,55.25,22.75,38.43,37.72,38.51,73.74,3.79
1RV21CSE3079,Sachin Aggarwal,CSE,3,49.32,20.45,29.15,37.49,39.46,84.21,4.63
1RV21CSE3080,Yashwanth Kulkarni,CSE,3,85.85,32.44,27.25,16.39,33.93,150.67,1.48
1RV21CSE3081,Nikhil Mehra,CSE,3,79.41,40.09,39.4,49.5,19.81,111.34,5.48
1RV21CSE3082,Kavya Murthy,CSE,3,65.82,37.97,29.33,13.3,33.43,94.66,5.24
1RV21CSE3083,Mohan Shetty,CSE,3,75.91,35.31,32.58,20.88,31.26,138.57,4.48
1RV21CSE3084,Murali Mehra,CSE,3,89.33,31.46,31.12,28.46,44.19,139.23,3.37
1RV21CSE3085,Siddharth Swamy,CSE,3,19.8,9.71,47.06,42.43,33.06,30.0,5.47
1RV21CSE3086,Deepika Rao,CSE,3,71.92,15.38,43.94,31.3,26.47,85.35,1.28
1RV21CSE3087,Deepika Aggarwal,CSE,3,64.71,27.97,36.36,35.74,33.84,103.82,2.63
1RV21CSE3088,Santhosh Shetty,CSE,3,83.79,33.15,45.96,27.88,39.88,147.97,0.2
1RV21CSE3089,Meera Kulkarni,CSE,3,99.5,40.38,50.0,13.19,36.15,138.67,4.41
1RV21CSE3090,Rashmita Singh,CSE,3,61.83,30.29,17.02,15.59,33.78,99.86,5.35
1RV21CSE3091,Girish Gowda,CSE,3,47.24,15.33,42.04,37.31,29.27,97.66,0.5
1RV21CSE3092,Rashmita Saxena,CSE,3,99.5,50.0,32.27,28.07,18.5,142.29,4.19
1RV21CSE3093,Gayathri Gowda,CSE,3,77.13,29.2,50.0,25.92,25.06,109.12,3.03
1RV21CSE3094,Aditya Kapoor,CSE,3,94.16,47.3,17.9,44.67,23.59,175.27,4.22
1RV21CSE3095,Hari Reddy,CSE,3,97.25,50.0,31.66,30.15,38.84,159.72,3.14
1RV21CSE3096,Sachin Shetty,CSE,3,63.13,38.74,17.48,38.66,37.71,138.62,4.82
1RV21CSE3097,Tanmay Patil,CSE,3,59.78,32.03,29.72,22.37,25.15,84.54,5.55
1RV21CSE3098,Aditya Saxena,CSE,3,72.14,34.6,46.93,46.94,33.81,134.77,0.2
1RV21CSE3099,Bharath Kulkarni,CSE,3,59.15,29.31,47.33,40.6,39.87,106.78,2.96
1RV21CSE3100,Vikram Hegde,CSE,3,88.84,46.11,37.36,24.93,29.56,143.36,4.5
1RV21CSE4001,Mahesh Raju,CSE,4,57.49,22.8,36.35,50.0,35.94,87.02,3.29
1RV21CSE4002,Bharath Acharya,CSE,4,55.38,27.54,24.7,24.89,27.64,70.0,1.79
1RV21CSE4003,Venkat Reddy,CSE,4,87.22,30.34,28.15,42.59,18.09,112.52,3.33
1RV21CSE4004,Nandini Mishra,CSE,4,77.78,30.86,36.88,27.27,30.37,111.18,3.32
1RV21CSE4005,Jyothi Acharya,CSE,4,96.14,49.44,23.33,25.63,26.76,134.35,6.46
1RV21CSE4006,Rohan Saxena,CSE,4,63.28,33.41,35.21,33.76,33.79,110.15,1.43
1RV21CSE4007,Pavan Raju,CSE,4,55.8,29.34,24.11,19.44,35.16,98.29,7.07
1RV21CSE4008,Mahesh Malhotra,CSE,4,91.32,35.26,43.77,31.32,20.01,118.27,2.29
1RV21CSE4009,Chetan Singh,CSE,4,79.14,35.61,21.93,34.84,27.0,111.55,3.35
1RV21CSE4010,Riya Sharma,CSE,4,42.47,19.43,16.99,44.02,50.0,39.4,3.05
1RV21CSE4011,Ganesh Shetty,CSE,4,51.23,32.13,43.38,17.24,47.24,117.74,2.53
1RV21CSE4012,Sagar Gowda,CSE,4,88.41,36.62,50.0,21.04,25.43,122.23,3.46
1RV21CSE4013,Tejas Shetty,CSE,4,62.69,32.34,42.43,38.66,31.9,92.65,2.96
1RV21CSE4014,Vivek Singh,CSE,4,71.7,37.57,34.71,36.06,30.28,123.06,3.38
1RV21CSE4015,Ashwin Gupta,CSE,4,63.86,34.95,30.52,21.4,40.67,116.03,0.2
1RV21CSE4016,Nikhil Gupta,CSE,4,71.5,37.7,5.4,33.99,32.03,107.38,3.82
1RV21CSE4017,Manish Acharya,CSE,4,89.03,41.58,26.36,36.7,36.18,113.55,3.58
1RV21CSE4018,Murali Pillai,CSE,4,89.23,37.4,19.5,31.79,28.07,132.34,3.34
1RV21CSE4019,Sharath Iyer,CSE,4,53.82,18.88,41.02,30.6,33.49,56.5,3.38
1RV21CSE4020,Shreya Dubey,CSE,4,56.61,33.04,30.9,50.0,27.17,108.65,4.64
1RV21CSE4021,Siddharth Gupta,CSE,4,89.42,33.93,29.07,19.88,36.74,121.51,4.3
1RV21CSE4022,Akash Gowda,CSE,4,77.45,32.3,30.04,26.96,28.94,104.49,6.89
1RV21CSE4023,Akash Acharya,CSE,4,66.05,34.47,38.0,33.35,35.23,90.03,4.1
1RV21CSE4024,Jagadish Acharya,CSE,4,80.94,29.14,38.87,37.32,31.65,103.63,4.82
1RV21CSE4025,Riya Rao,CSE,4,87.03,45.1,39.13,14.92,49.57,150.57,3.13
1RV21CSE4026,Bhavya Iyer,CSE,4,78.95,33.12,33.92,23.85,48.89,131.63,7.44
1RV21CSE4027,Girish Mehra,CSE,4,71.84,27.59,14.46,34.69,33.89,101.07,5.98
1RV21CSE4028,Aditya Pillai,CSE,4,27.17,19.09,23.37,19.19,23.55,45.39,2.81
1RV21CSE4029,Sneha Reddy,CSE,4,83.95,36.31,20.93,14.1,47.61,139.88,3.83
1RV21CSE4030,Jagadish Patil,CSE,4,63.42,33.06,43.37,34.8,24.88,127.53,4.0
1RV21CSE4031,Nikhil Iyer,CSE,4,74.55,36.86,28.13,50.0,45.21,123.95,3.54
1RV21CSE4032,Arvind Mehra,CSE,4,87.05,34.92,32.56,21.49,39.29,106.34,0.99
1RV21CSE4033,Bhavya Malhotra,CSE,4,87.09,20.1,33.88,19.83,23.04,88.69,5.31
1RV21CSE4034,Ajay Bhat,CSE,4,60.91,30.56,39.93,34.52,50.0,99.6,2.88
1RV21CSE4035,Kiran Dubey,CSE,4,57.1,33.19,32.64,36.45,33.09,112.78,0.39
1RV21CSE4036,Amit Gupta,CSE,4,65.31,14.67,18.96,10.34,46.58,78.78,3.44
1RV21CSE4037,Nandini Saxena,CSE,4,59.79,36.87,23.55,41.41,30.58,97.24,2.59
1RV21CSE4038,Kavya Mishra,CSE,4,67.89,27.16,30.37,33.63,33.72,93.64,3.28
1RV21CSE4039,Manoj Sharma,CSE,4,59.8,35.14,35.17,20.58,40.13,131.42,3.93
1RV21CSE4040,Suresh Saxena,CSE,4,67.35,29.64,26.7,40.31,40.06,96.84,4.02
1RV21CSE4041,Akash Saxena,CSE,4,84.28,39.51,35.83,34.87,48.12,122.17,6.03
1RV21CSE4042,Nikhil Mehra,CSE,4,65.63,25.18,10.44,31.8,26.77,82.84,2.91
1RV21CSE4043,Manish Kamath,CSE,4,92.26,46.25,50.0,21.52,10.53,179.21,3.95
1RV21CSE4044,Yogesh Acharya,CSE,4,71.0,45.67,19.54,32.58,44.43,142.55,3.12
1RV21CSE4045,Sneha Singh,CSE,4,62.97,33.36,15.16,8.67,38.83,85.39,3.29
1RV21CSE4046,Vivek Desai,CSE,4,55.86,28.86,46.88,18.58,45.78,91.37,2.94
1RV21CSE4047,Darshan Raju,CSE,4,99.5,39.42,22.25,30.47,29.01,137.56,0.2
1RV21CSE4048,Sanjana Shetty,CSE,4,76.62,23.57,37.4,32.17,33.38,93.62,4.34
1RV21CSE4049,Chandana Shetty,CSE,4,80.13,32.74,50.0,41.91,41.1,112.68,7.29
1RV21CSE4050,Arjun Shastri,CSE,4,68.48,34.34,29.88,34.95,29.64,118.95,4.23
1RV21CSE4051,Kavya Raju,CSE,4,62.62,19.84,31.01,21.43,31.7,89.08,5.73
1RV21CSE4052,Mohan Hegde,CSE,4,79.19,35.21,32.29,47.47,41.78,106.81,2.04
1RV21CSE4053,Meera Reddy,CSE,4,78.86,42.85,43.21,28.21,44.8,151.47,0.2
1RV21CSE4054,Ganesh Rao,CSE,4,78.94,30.9,24.3,22.57,39.39,111.92,4.0
1RV21CSE4055,Darshan Tiwari,CSE,4,69.12,42.58,26.74,27.53,31.66,121.25,1.89
1RV21CSE4056,Arvind Saxena,CSE,4,43.52,22.53,35.51,19.85,40.13,94.51,2.91
1RV21CSE4057,Kiran Kapoor,CSE,4,87.07,32.86,50.0,41.3,30.64,101.69,6.12
1RV21CSE4058,Basavaraj Hegde,CSE,4,53.08,32.92,43.54,44.78,50.0,125.54,2.93
1RV21CSE4059,Aditya Kumar,CSE,4,24.42,23.83,5.0,44.93,21.11,42.93,3.3
1RV21CSE4060,Priya Rao,CSE,4,99.5,37.22,38.51,25.93,39.42,105.69,4.45
1RV21CSE4061,Basavaraj Saxena,CSE,4,53.41,24.81,27.13,33.19,20.09,69.4,7.31
1RV21CSE4062,Tejas Naik,CSE,4,56.84,29.58,12.4,46.46,20.38,92.32,6.11
1RV21CSE4063,Uday Bansal,CSE,4,61.09,29.0,20.62,38.74,29.16,81.86,0.57
1RV21CSE4064,Nandini Patil,CSE,4,94.53,39.72,9.49,31.77,31.9,142.4,2.11
1RV21CSE4065,Prasad Mishra,CSE,4,89.2,31.13,39.09,28.64,28.37,140.3,3.74
1RV21CSE4066,Ashwin Bansal,CSE,4,56.35,24.36,26.89,34.93,49.28,82.09,0.47
1RV21CSE4067,Keerthana Patil,CSE,4,61.46,28.17,27.55,42.13,44.57,116.26,3.82
1RV21CSE4068,Kavya Pillai,CSE,4,69.0,33.51,25.53,6.31,38.44,106.04,2.12
1RV21CSE4069,Jagadish Chauhan,CSE,4,39.48,29.02,28.88,22.57,23.24,83.88,5.48
1RV21CSE4070,Shiva Iyer,CSE,4,66.99,24.06,47.82,28.87,49.94,92.3,3.73
1RV21CSE4071,Rahul Shetty,CSE,4,91.01,30.56,33.57,37.59,33.95,126.81,2.25
1RV21CSE4072,Vivek Verma,CSE,4,54.4,33.4,24.38,28.85,32.3,100.03,6.75
1RV21CSE4073,Manish Bhat,CSE,4,56.47,29.45,27.57,36.82,19.76,98.47,4.32
1RV21CSE4074,Pooja Sharma,CSE,4,55.83,17.72,30.93,35.89,25.74,57.58,1.53
1RV21CSE4075,Sachin Naik,CSE,4,55.81,27.16,30.53,39.62,30.79,110.41,6.0
1RV21CSE4076,Kavya Hegde,CSE,4,64.27,25.07,31.2,50.0,39.2,95.32,1.8
1RV21CSE4077,Swathi Kulkarni,CSE,4,67.28,21.93,39.75,29.86,25.22,92.51,6.26
1RV21CSE4078,Uday Pillai,CSE,4,78.22,29.14,45.18,23.89,21.18,70.97,4.15
1RV21CSE4079,Gayathri Chauhan,CSE,4,68.59,34.49,24.99,18.24,30.24,127.42,3.34
1RV21CSE4080,Srinivas Nair,CSE,4,43.12,34.25,24.98,25.59,27.74,100.44,7.09
1RV21CSE4081,Ashwin Deshpande,CSE,4,55.46,32.16,27.12,31.24,45.05,105.64,1.31
1RV21CSE4082,Kiran Pillai,CSE,4,59.88,15.89,31.94,23.18,38.13,96.46,4.68
1RV21CSE4083,Vikram Pillai,CSE,4,42.78,36.77,50.0,9.85,44.14,123.61,3.81
1RV21CSE4084,Akshata Nair,CSE,4,78.69,33.74,35.19,22.8,34.83,118.59,1.17
1RV21CSE4085,Deepak Mishra,CSE,4,78.87,24.42,39.33,38.52,24.39,103.98,3.33
1RV21CSE4086,Santhosh Pillai,CSE,4,72.25,30.51,7.7,44.4,23.5,102.57,3.43
1RV21CSE4087,Aarav Singh,CSE,4,77.47,46.26,30.23,34.74,25.31,139.73,4.0
1RV21CSE4088,Naveen Tiwari,CSE,4,74.2,31.85,18.66,17.93,49.04,122.96,3.45
1RV21CSE4089,Mohan Iyer,CSE,4,72.01,28.6,47.24,18.89,39.37,102.69,4.73
1RV21CSE4090,Rohan Saxena,CSE,4,70.82,28.71,31.85,25.28,17.52,85.73,5.32
1RV21CSE4091,Santhosh Aggarwal,CSE,4,99.5,47.66,24.35,16.37,46.66,158.86,1.97
1RV21CSE4092,Shiva Desai,CSE,4,80.79,31.86,32.92,24.76,21.05,106.22,6.01
1RV21CSE4093,Ramesh Bhat,CSE,4,51.96,18.69,13.33,41.49,20.55,68.04,2.86
1RV21CSE4094,Murali Pillai,CSE,4,99.5,33.76,21.03,44.5,11.9,118.56,4.94
1RV21CSE4095,Deepak Kumar,CSE,4,34.26,15.07,27.67,18.35,33.14,54.09,4.24
1RV21CSE4096,Uday Mishra,CSE,4,76.62,35.36,35.5,12.41,31.94,126.97,4.32
1RV21CSE4097,Ishita Tiwari,CSE,4,87.04,37.11,27.53,31.12,34.16,131.23,2.68
1RV21CSE4098,Swathi Shastri,CSE,4,99.5,41.63,27.54,30.17,30.25,157.19,1.37
1RV21CSE4099,Tanmay Deshpande,CSE,4,59.92,33.0,17.19,14.35,46.79,118.15,4.25
1RV21CSE4100,Hari Bhat,CSE,4,88.62,42.73,18.86,18.59,34.28,146.47,2.79
1RV21ECE1001,Aditya Patil,ECE,1,99.5,41.49,47.5,42.68,19.39,154.79,1.21
1RV21ECE1002,Gayathri Aggarwal,ECE,1,78.85,44.56,32.74,43.65,10.41,169.43,6.46
1RV21ECE1003,Neha Raju,ECE,1,64.27,31.28,29.11,26.57,38.43,97.65,3.38
1RV21ECE1004,Sanjana Deshpande,ECE,1,42.75,13.87,28.17,19.37,24.52,60.88,1.46
1RV21ECE1005,Ajay Hegde,ECE,1,81.53,30.03,33.34,27.72,27.74,112.11,5.55
1RV21ECE1006,Tanmay Gowda,ECE,1,42.98,23.09,21.21,23.68,37.35,63.02,3.4
1RV21ECE1007,Abhishek Prasad,ECE,1,72.82,31.27,17.75,32.93,40.0,125.49,1.46
1RV21ECE1008,Rohan Naik,ECE,1,99.5,41.49,31.54,8.4,25.89,162.68,0.2
1RV21ECE1009,Sachin Chauhan,ECE,1,47.09,21.14,21.21,30.73,38.55,55.94,4.4
1RV21ECE1010,Basavaraj Bansal,ECE,1,57.33,19.41,32.46,26.85,26.67,83.84,2.23
1RV21ECE1011,Chandana Iyer,ECE,1,91.13,26.31,26.83,40.9,30.18,112.91,4.01
1RV21ECE1012,Arvind Naik,ECE,1,78.03,35.2,36.6,43.61,43.11,133.22,6.78
1RV21ECE1013,Kavya Deshpande,ECE,1,83.71,41.19,47.07,18.67,17.87,128.95,0.99
1RV21ECE1014,Pavan Kulkarni,ECE,1,77.63,35.72,29.79,26.79,19.62,109.87,4.48
1RV21ECE1015,Rakesh Nair,ECE,1,66.25,27.73,31.86,23.28,24.26,88.09,1.88
1RV21ECE1016,Ashwin Bansal,ECE,1,99.5,50.0,21.45,23.82,50.0,185.89,3.14
1RV21ECE1017,Vikram Kulkarni,ECE,1,47.49,29.47,29.92,18.73,25.64,69.02,2.5
1RV21ECE1018,Lakshmi Pillai,ECE,1,31.33,21.34,45.33,18.38,12.3,87.35,5.6
1RV21ECE1019,Nikhil Chauhan,ECE,1,46.66,22.08,25.83,9.97,20.0,74.59,6.15
1RV21ECE1020,Santhosh Kamath,ECE,1,60.57,33.71,22.71,33.2,31.34,110.13,3.9
1RV21ECE1021,Amit Pillai,ECE,1,66.82,41.86,45.09,26.28,32.95,138.08,3.76
1RV21ECE1022,Sharath Kumar,ECE,1,58.78,24.42,38.52,15.7,22.0,84.21,3.01
1RV21ECE1023,Srinivas Murthy,ECE,1,72.32,43.79,32.49,19.36,20.48,111.53,0.2
1RV21ECE1024,Swathi Mehra,ECE,1,97.66,50.0,35.47,34.44,48.36,178.98,2.0
1RV21ECE1025,Sanjana Menon,ECE,1,70.69,25.2,16.22,16.49,38.32,100.03,4.7
1RV21ECE1026,Varun Nair,ECE,1,93.13,40.31,24.98,36.61,32.84,145.7,4.56
1RV21ECE1027,Rajesh Sharma,ECE,1,57.04,36.22,33.25,33.25,29.72,121.01,5.77
1RV21ECE1028,Sachin Mishra,ECE,1,60.31,30.99,17.76,43.47,37.24,71.02,2.78
1RV21ECE1029,Ramesh Gowda,ECE,1,72.26,29.85,20.21,25.01,20.09,138.28,2.66
1RV21ECE1030,Naveen Yadav,ECE,1,56.96,35.86,25.74,14.05,32.82,116.19,0.89
1RV21ECE1031,Neha Iyer,ECE,1,35.28,24.7,19.47,17.96,44.18,74.76,1.77
1RV21ECE1032,Neha Murthy,ECE,1,99.5,42.43,46.03,41.11,32.68,156.87,1.35
1RV21ECE1033,Rakesh Swamy,ECE,1,55.79,27.94,24.9,20.13,34.51,102.69,6.55
1RV21ECE1034,Santhosh Sharma,ECE,1,64.81,27.8,25.08,22.77,26.47,93.23,0.36
1RV21ECE1035,Shreya Malhotra,ECE,1,86.58,27.46,29.42,16.26,32.42,111.57,3.35
1RV21ECE1036,Akshata Kumar,ECE,1,66.57,33.01,31.75,31.86,19.94,106.35,2.91
1RV21ECE1037,Ganesh Raju,ECE,1,51.71,31.57,28.32,28.83,25.84,87.72,1.92
1RV21ECE1038,Vinay Kumar,ECE,1,51.69,25.38,26.3,32.69,29.14,94.69,2.02
1RV21ECE1039,Divya Kamath,ECE,1,71.75,26.7,18.38,37.9,20.03,109.46,4.67
1RV21ECE1040,Sharath Kamath,ECE,1,82.8,40.22,28.62,17.25,13.1,146.89,0.71
1RV21ECE1041,Keerthana Sharma,ECE,1,49.58,22.83,30.72,28.77,21.83,74.78,4.95
1RV21ECE1042,Deepika Yadav,ECE,1,65.26,23.46,37.52,21.5,30.58,101.27,6.86
1RV21ECE1043,Kavya Joshi,ECE,1,82.74,46.73,41.7,10.8,50.0,133.22,1.29
1RV21ECE1044,Naveen Gowda,ECE,1,75.17,34.29,36.63,5.0,20.26,109.73,5.6
1RV21ECE1045,Nandini Naik,ECE,1,68.58,34.23,34.01,39.9,24.76,139.01,3.14
1RV21ECE1046,Tejas Menon,ECE,1,60.83,34.66,6.4,32.67,37.8,121.08,0.73
1RV21ECE1047,Chetan Bhat,ECE,1,74.9,31.5,27.81,5.57,22.75,121.21,2.72
1RV21ECE1048,Nikhil Bansal,ECE,1,90.24,43.82,34.0,38.71,14.18,159.84,6.26
1RV21ECE1049,Sneha Gowda,ECE,1,95.77,34.19,17.61,13.18,17.44,123.62,3.61
1RV21ECE1050,Ganesh Malhotra,ECE,1,74.52,39.96,22.3,24.46,26.8,109.96,5.87
1RV21ECE1051,Vishal Kamath,ECE,1,83.36,42.45,38.01,33.64,37.64,145.65,8.47
1RV21ECE1052,Tanmay Chauhan,ECE,1,59.2,30.97,34.55,15.01,26.29,113.32,2.77
1RV21ECE1053,Manoj Iyer,ECE,1,97.86,44.8,30.9,36.56,32.34,180.5,0.33
1RV21ECE1054,Ajay Verma,ECE,1,66.62,42.1,19.81,43.41,34.23,165.6,6.36
1RV21ECE1055,Prasad Desai,ECE,1,50.55,22.0,23.03,35.51,14.61,67.54,4.71
1RV21ECE1056,Sanjana Dubey,ECE,1,76.08,25.45,40.28,17.03,44.2,107.86,3.37
1RV21ECE1057,Vikram Swamy,ECE,1,73.44,35.78,25.72,22.05,34.3,138.75,3.32
1RV21ECE1058,Ishita Raju,ECE,1,61.65,33.17,15.2,15.53,32.19,115.5,4.54
1RV21ECE1059,Arvind Reddy,ECE,1,70.35,35.76,25.5,24.76,12.12,121.22,4.16
1RV21ECE1060,Varun Dubey,ECE,1,78.18,43.2,26.49,26.04,30.32,139.11,0.9
1RV21ECE1061,Venkat Rao,ECE,1,74.84,42.21,18.72,30.25,32.77,154.47,4.99
1RV21ECE1062,Varun Aggarwal,ECE,1,87.56,36.12,23.39,26.37,22.86,115.58,4.19
1RV21ECE1063,Ishita Murthy,ECE,1,63.87,32.25,35.84,48.83,21.61,112.39,3.98
1RV21ECE1064,Kiran Aggarwal,ECE,1,76.18,24.7,17.97,9.98,28.05,123.46,4.96
1RV21ECE1065,Yogesh Malhotra,ECE,1,86.96,27.13,32.25,12.27,22.43,114.44,5.63
1RV21ECE1066,Ishita Verma,ECE,1,75.63,35.92,20.5,12.67,23.14,128.9,0.73
1RV21ECE1067,Meera Shastri,ECE,1,82.9,42.11,32.17,49.64,27.18,173.99,2.52
1RV21ECE1068,Aarav Kapoor,ECE,1,75.98,27.4,28.29,22.72,35.31,115.53,1.76
1RV21ECE1069,Pooja Hegde,ECE,1,49.83,29.01,29.12,41.6,19.63,89.76,5.31
1RV21ECE1070,Shreya Raju,ECE,1,69.12,24.94,25.89,34.1,41.38,56.75,4.05
1RV21ECE1071,Uday Iyer,ECE,1,72.59,27.43,42.91,44.75,35.77,115.79,4.41
1RV21ECE1072,Meera Yadav,ECE,1,29.39,7.76,29.08,32.77,19.21,41.19,2.96
1RV21ECE1073,Ajay Sharma,ECE,1,80.6,25.69,16.67,30.64,36.98,115.9,1.8
1RV21ECE1074,Ajay Prasad,ECE,1,86.9,32.92,22.04,24.45,19.21,154.17,2.38
1RV21ECE1075,Murali Swamy,ECE,1,99.5,43.61,40.96,22.4,36.36,181.61,0.72
1RV21ECE1076,Pramod Shetty,ECE,1,68.26,29.29,21.61,11.15,10.71,119.84,4.25
1RV21ECE1077,Anand Iyer,ECE,1,61.62,24.21,30.54,29.84,25.2,63.17,0.74
1RV21ECE1078,Srinivas Saxena,ECE,1,61.61,20.65,50.0,25.51,43.12,100.07,7.4
1RV21ECE1079,Uday Sharma,ECE,1,68.79,38.2,33.04,30.64,25.01,162.64,4.97
1RV21ECE1080,Santhosh Kapoor,ECE,1,29.73,18.4,40.81,18.94,38.22,65.22,5.14
1RV21ECE1081,Hari Tiwari,ECE,1,96.93,34.7,22.33,28.96,19.25,155.34,4.02
1RV21ECE1082,Swathi Raju,ECE,1,95.97,48.54,26.67,48.74,32.04,164.73,4.3
1RV21ECE1083,Chandana Gowda,ECE,1,59.96,27.72,27.26,35.11,25.88,97.16,3.4
1RV21ECE1084,Kavya Mishra,ECE,1,30.78,18.42,22.71,28.43,38.06,69.02,6.89
1RV21ECE1085,Basavaraj Iyer,ECE,1,74.5,36.44,43.16,20.06,24.57,109.87,3.7
1RV21ECE1086,Siddharth Verma,ECE,1,48.86,21.5,36.3,46.2,19.91,71.59,2.85
1RV21ECE1087,Varun Chauhan,ECE,1,67.72,35.88,27.04,26.3,34.13,106.09,1.44
1RV21ECE1088,Akash Nair,ECE,1,64.91,27.79,31.35,18.48,30.11,126.96,3.64
1RV21ECE1089,Abhishek Saxena,ECE,1,82.99,40.41,34.16,22.6,30.42,152.46,5.09
1RV21ECE1090,Varun Mishra,ECE,1,65.98,25.54,34.79,28.14,22.42,87.35,4.65
1RV21ECE1091,Uday Kulkarni,ECE,1,95.66,40.29,36.27,11.84,34.82,129.97,4.24
1RV21ECE1092,Mahesh Verma,ECE,1,61.18,30.69,24.14,5.0,31.07,118.67,1.74
1RV21ECE1093,Swathi Mishra,ECE,1,63.24,37.47,20.82,23.42,29.84,117.97,4.3
1RV21ECE1094,Meera Swamy,ECE,1,52.19,26.11,22.25,19.03,39.84,98.61,1.96
1RV21ECE1095,Arvind Joshi,ECE,1,54.78,34.46,19.67,19.12,24.41,96.71,4.96
1RV21ECE1096,Rashmita Chauhan,ECE,1,68.2,22.1,31.28,36.29,25.36,90.3,5.98
1RV21ECE1097,Suresh Shetty,ECE,1,45.22,13.17,17.86,35.14,14.79,81.89,4.95
1RV21ECE1098,Swathi Acharya,ECE,1,77.44,29.7,17.09,19.3,25.45,135.76,1.47
1RV21ECE1099,Jyothi Saxena,ECE,1,51.56,25.19,39.74,46.74,35.65,99.07,3.47
1RV21ECE1100,Ananya Yadav,ECE,1,98.06,43.72,34.04,48.8,38.21,152.97,3.38
1RV21ECE2001,Akash Dubey,ECE,2,70.67,29.24,29.55,34.37,20.45,82.07,3.01
1RV21ECE2002,Venkat Swamy,ECE,2,81.94,33.45,26.21,29.4,29.16,107.68,0.44
1RV21ECE2003,Rashmita Verma,ECE,2,36.33,22.2,41.57,22.48,45.48,100.62,1.17
1RV21ECE2004,Hari Kapoor,ECE,2,64.45,21.69,35.68,5.0,26.85,78.35,3.65
1RV21ECE2005,Divya Swamy,ECE,2,63.77,35.1,30.81,29.33,16.0,111.77,4.47
1RV21ECE2006,Santhosh Sharma,ECE,2,80.56,32.53,19.24,28.32,23.41,123.07,0.3
1RV21ECE2007,Yashwanth Gupta,ECE,2,76.21,26.43,37.79,49.08,24.7,109.97,2.93
1RV21ECE2008,Abhishek Gupta,ECE,2,46.09,22.62,40.44,29.23,46.27,102.88,1.75
1RV21ECE2009,Harish Kamath,ECE,2,57.52,21.19,29.24,35.05,35.43,87.28,5.03
1RV21ECE2010,Girish Bhat,ECE,2,81.98,33.55,18.92,25.29,35.67,126.4,3.43
1RV21ECE2011,Pooja Kamath,ECE,2,66.76,39.81,28.96,20.07,37.13,140.88,2.65
1RV21ECE2012,Murali Menon,ECE,2,82.31,25.46,34.01,17.76,46.18,112.17,3.32
1RV21ECE2013,Akash Gowda,ECE,2,59.63,26.85,36.02,22.91,29.94,98.1,6.31
1RV21ECE2014,Ajay Swamy,ECE,2,65.72,30.35,50.0,33.63,44.93,125.59,4.98
1RV21ECE2015,Shreya Verma,ECE,2,36.76,29.68,35.41,25.48,28.97,63.86,2.63
1RV21ECE2016,Manoj Patel,ECE,2,67.34,34.54,49.83,33.05,26.23,132.59,5.16
1RV21ECE2017,Rashmita Sharma,ECE,2,76.78,38.06,42.89,41.25,33.63,129.43,3.93
1RV21ECE2018,Yashwanth Hegde,ECE,2,51.12,23.1,33.13,30.64,34.3,58.4,0.68
1RV21ECE2019,Amit Patil,ECE,2,63.95,32.12,25.36,26.81,23.17,110.61,1.08
1RV21ECE2020,Deepika Swamy,ECE,2,61.23,28.3,27.93,15.3,41.04,100.32,4.01
1RV21ECE2021,Darshan Mehra,ECE,2,62.72,37.86,32.37,34.57,22.58,140.26,2.96
1RV21ECE2022,Shiva Shetty,ECE,2,99.5,44.99,32.43,25.57,37.75,156.3,3.55
1RV21ECE2023,Pavan Murthy,ECE,2,66.39,17.87,23.05,20.85,25.24,73.53,7.84
1RV21ECE2024,Ajay Pillai,ECE,2,87.22,30.57,28.23,13.63,27.06,111.02,5.81
